INT	STRING	STRING
1197	UI_2000_040	每个士兵的攻击方式都不相同,请掌握好每个士兵的攻击方式,以便达到更好的效果.
1198	UI_2000_040	罐装的豆子没什么特别的.
1199	UI_2000_041	新鲜出炉的鸡腿.
1200	UI_2000_042	美味的牛排.
1201	UI_2000_043	犒赏三军的乳猪盛宴。
1202	NAME_4000_101	前哨
1203	NAME_4000_102	前哨
1204	NAME_4000_103	突击队
1205	NAME_4000_104	突击队
1206	NAME_4000_105	突击队
1207	NAME_4000_106	敢死队
1208	NAME_4000_107	敢死队
1209	NAME_4000_108	作战别动队
1210	NAME_4000_109	作战别动队
1211	NAME_4000_110	作战别动队
1212	NAME_4000_111	冲锋团
1213	NAME_4000_112	冲锋团
1214	NAME_4000_113	冲锋团
1215	NAME_4000_114	后援小分队
1216	NAME_4000_115	后援小分队
1217	NAME_4000_116	隐秘机动队
1218	NAME_4000_117	隐秘机动队
1219	NAME_4000_118	隐秘机动队
1220	NAME_4000_119	隐秘机动队
1221	NAME_4000_120	隐秘机动队
1222	NAME_4000_121	探测部队
1223	NAME_4000_122	探测部队
1224	NAME_4000_123	探测部队
1225	NAME_4000_124	探测部队
1226	NAME_4000_125	探测部队
1227	NAME_4000_126	探测部队
1228	NAME_4000_127	探测部队
1229	NAME_4000_128	精英部队
1230	NAME_4000_129	精英部队
1231	NAME_4000_130	精英部队
1232	NAME_4000_131	精英部队
1233	NAME_4000_132	精英部队
1234	NAME_4000_133	精英部队
1235	NAME_4000_134	精英部队
1236	NAME_4000_135	精英部队
1237	NAME_4000_136	特种精英
1238	NAME_4000_137	特种精英
1239	NAME_4000_138	特种精英
1240	NAME_4000_139	特种精英
1241	NAME_4000_140	特种精英
1242	NAME_4000_141	特种精英
1243	NAME_4000_142	神风别动队
1244	NAME_4000_143	神风别动队
1245	NAME_4000_144	神风别动队
1246	NAME_4000_145	神风别动队
1247	NAME_4000_146	神风别动队
1248	NAME_4000_147	神风别动队
1249	NAME_4000_148	神风别动队
1250	NAME_4000_149	神风别动队
1251	NAME_4000_150	神风别动队
1252	NAME_4000_151	神风别动队
1253	NAME_4000_152	神风别动队
1254	NAME_4000_153	神风别动队
1255	NAME_4000_154	神风一团
1256	NAME_4000_155	神风一团
1257	NAME_4000_156	神风一团
1258	NAME_4000_157	神风一团
1259	NAME_4000_158	神风一团
1260	NAME_4000_159	神风一团
1261	NAME_4000_160	神风一团
1262	NAME_4000_161	神风一团
1263	NAME_4000_162	神风一团
1264	NAME_4000_163	神风一团
1265	NAME_4000_164	神风一团
1266	NAME_4000_165	神风一团
1267	NAME_4000_166	神风一团
1268	NAME_4000_167	神风一团
1269	NAME_4000_168	神风二团
1270	NAME_4000_169	神风二团
1271	NAME_4000_170	神风二团
1272	NAME_4000_171	神风二团
1273	NAME_4000_172	神风二团
1274	NAME_4000_173	神风二团
1275	NAME_4000_174	神风二团
1276	NAME_4000_175	神风二团
1277	NAME_4000_176	神风二团
1278	NAME_4000_177	神风二团
1279	NAME_4000_178	细菌部队
1280	NAME_4000_179	细菌部队
1281	NAME_4000_180	细菌部队
1282	NAME_4000_181	细菌部队
1283	NAME_4000_182	细菌部队
1284	NAME_4000_183	细菌部队
1285	NAME_4000_184	细菌部队
1286	NAME_4000_185	细菌部队
1287	NAME_4000_186	细菌部队
1288	NAME_4000_187	细菌部队
1289	NAME_4000_188	伏击部队
1290	NAME_4000_189	伏击部队
1291	NAME_4000_190	伏击部队
1292	NAME_4000_191	伏击部队
1293	NAME_4000_192	伏击部队
1294	NAME_4000_193	神鹰纵队
1295	NAME_4000_194	神鹰纵队
1296	NAME_4000_195	神鹰纵队
1297	NAME_4000_196	神鹰纵队
1298	NAME_4000_197	神鹰纵队
1299	NAME_4000_198	神鹰纵队
1300	NAME_4000_199	神鹰纵队
1301	NAME_4000_200	精英纵队
1302	NAME_4000_201	精英纵队
1303	NAME_4000_202	精英纵队
1304	NAME_4000_203	精英纵队
1305	NAME_4000_204	精英纵队
1306	NAME_4000_205	精英纵队
1307	NAME_4000_206	精英纵队
1308	NAME_4000_207	精英纵队
1309	NAME_4000_208	精英纵队
1310	NAME_4000_209	精英纵队
1311	NAME_4000_210	精英纵队
1312	NAME_4000_211	精英纵队
1313	NAME_4000_212	法西斯死士
1314	NAME_4000_213	法西斯死士
1315	NAME_4000_214	法西斯死士
1316	NAME_4000_215	法西斯死士
1317	NAME_4000_216	法西斯死士
1318	NAME_4000_217	法西斯死士
1319	NAME_4000_218	法西斯死士
1320	NAME_4000_219	法西斯死士
1321	NAME_4000_220	法西斯死士
1322	NAME_4000_221	帝国侵略军
1323	NAME_4000_222	帝国侵略军
1324	NAME_4000_223	帝国侵略军
1325	NAME_4000_224	帝国侵略军
1326	NAME_4000_225	帝国侵略军
1327	NAME_4000_226	帝国侵略军
1328	NAME_4000_227	帝国侵略军
1329	NAME_4000_228	帝国侵略军
1330	NAME_4000_229	帝国侵略军
1331	NAME_4000_230	帝国侵略军
1332	NAME_4000_231	侵略精英
1333	NAME_4000_232	侵略精英
1334	NAME_4000_233	侵略精英
1335	NAME_4000_234	侵略精英
1336	NAME_4000_235	侵略精英
1337	NAME_4000_236	侵略精英
1338	NAME_4000_237	侵略精英
1339	NAME_4000_238	侵略精英
1340	NAME_4000_239	侵略精英
1341	NAME_4000_240	侵略精英
1342	NAME_4000_241	侵略精英
1343	NAME_4000_242	烈焰部队
1344	NAME_4000_243	烈焰部队
1345	NAME_4000_244	烈焰部队
1346	NAME_4000_245	烈焰部队
1347	NAME_4000_246	烈焰部队
1348	NAME_4000_247	烈焰部队
1349	NAME_4000_248	烈焰部队
1350	NAME_4000_249	烈焰部队
1351	NAME_4000_250	烈焰部队
1352	NAME_4000_251	特种生化团
1353	NAME_4000_252	特种生化团
1354	NAME_4000_253	特种生化团
1355	NAME_4000_254	特种生化团
1356	NAME_4000_255	特种生化团
1357	NAME_4000_256	特种生化团
1358	NAME_4000_257	特种生化团
1359	NAME_4000_258	特种生化团
1360	NAME_4000_259	特种生化团
1361	NAME_4000_260	特种生化团
1362	NAME_4000_261	特种生化团
1363	NAME_4000_262	探测部队
1364	NAME_4000_263	探测部队
1365	NAME_4000_264	探测部队
1366	NAME_4000_265	探测部队
1367	NAME_4000_266	探测部队
1368	NAME_4000_267	探测部队
1369	NAME_4000_268	探测部队
1370	NAME_4000_269	探测部队
1371	NAME_4000_270	探测部队
1372	NAME_4000_271	探测部队
1373	NAME_4000_272	探测部队
1374	NAME_4000_273	探测部队
1375	NAME_4000_274	神风突击队
1376	NAME_4000_275	神风突击队
1377	NAME_4000_276	神风突击队
1378	NAME_4000_277	神风突击队
1379	NAME_4000_278	神风突击队
1380	NAME_4000_279	神风突击队
1381	NAME_4000_280	神风突击队
1382	NAME_4000_281	神风突击队
1383	NAME_4000_282	神风突击队
1384	NAME_4000_283	神风突击队
1385	NAME_4000_284	先锋部队
1386	NAME_4000_285	先锋部队
1387	NAME_4000_286	先锋部队
1388	NAME_4000_287	先锋部队
1389	NAME_4000_288	先锋部队
1390	NAME_4000_289	先锋部队
1391	NAME_4000_290	先锋部队
1392	NAME_4000_291	先锋部队
1393	NAME_4000_292	先锋部队
1394	NAME_4000_293	先锋部队
1395	NAME_4000_294	先锋部队
1396	NAME_4000_295	先锋部队
1397	NAME_4000_296	先锋部队
1398	NAME_4000_297	先锋部队
1399	NAME_4000_298	先锋部队
1400	NAME_4000_299	先锋部队
1401	NAME_4000_300	先锋部队
1402	NAME_4000_301	先锋部队
1403	NAME_4000_302	先锋主力
1404	NAME_4000_303	先锋主力
1405	NAME_4000_304	先锋主力
1406	NAME_4000_305	先锋主力
1407	NAME_4000_306	先锋主力
1408	NAME_4000_307	先锋主力
1409	NAME_4000_308	先锋主力
1410	NAME_4000_309	先锋主力
1411	NAME_4000_310	先锋主力
1412	TIP_1000_024	没有攻击到敌人，请将军不要浪费火力！
1413	TIP_1000_025	士兵生命已满，请节省医疗军资！
1414	TIP_1000_026	能量不足，不能进行医疗
1415	TIP_1000_027	即将开放，敬请期待
1416	TIP_1000_028	购买体力成功，可立即进入战场
1417	TIP_1000_029	军资已经补齐，可以立即生产
1418	TIP_1000_030	恭喜您获得了
1419	TIP_1000_031	能量不足，是否立即获得能量？
1420	TIP_1000_032	体力不足，是否立即获得体力？
1421	TIP_1000_033	人口不足，是否建造住房，增加人口？
1422	TIP_1000_034	确定消耗
1423	TIP_1000_035	能量立即完成？
1424	TIP_1000_036	能量立即补齐军资？
1425	TIP_1000_037	您尚未到达开放该建筑的等级，请加油升级。
1426	TIP_1000_038	您尚未到达开放该士兵的等级，请加油升级。
1427	TIP_1000_039	购买成功，获得
1428	TIP_1000_040	购买成功，获得木材 2500
1429	TIP_1000_041	购买成功，获得石料 2500
1430	TIP_1000_042	购买成功，获得能量
1431	TIP_1000_043	购买失败，请重新购买
1432	TXSS_1000_089	增加人口
1433	TXSS_1000_090	军资不足
1434	TXSS_1000_091	缺少
1435	TXSS_1000_092	花费
1436	TXSS_1000_093	立即补齐军资
1437	TIP_1000_044	指挥官手下不足，不能加入战斗！
1438	TIP_1000_045	是否立即购买
1439	TIP_1000_046	获得金钱
1440	TIP_1000_047	获得木材
1441	TIP_1000_048	获得石料
1442	NAME_4000_311	探测部队
1443	NAME_4000_312	探测部队
1444	NAME_4000_313	探测部队
1445	NAME_4000_314	探测部队
1446	NAME_4000_315	探测部队
1447	NAME_4000_316	探测部队
1448	NAME_4000_317	探测部队
1449	NAME_4000_318	探测部队
1450	NAME_4000_319	探测部队
1451	NAME_4000_320	探测部队
1452	NAME_4000_321	探测部队
1453	NAME_4000_322	探测部队
1454	NAME_4000_323	守卫部队
1455	NAME_4000_324	守卫部队
1456	NAME_4000_325	守卫部队
1457	NAME_4000_326	守卫部队
1458	NAME_4000_327	守卫部队
1459	NAME_4000_328	守卫部队
1460	NAME_4000_329	防守部队
1461	NAME_4000_330	防守部队
1462	NAME_4000_331	防守部队
1463	NAME_4000_332	防守部队
1464	NAME_4000_333	防守部队
1465	NAME_4000_334	防守部队
1466	NAME_4000_335	防守部队
1467	NAME_4000_336	防守部队
1468	NAME_4000_337	防守部队
1469	NAME_4000_338	防守部队
1470	NAME_4000_339	防守部队
1471	NAME_4000_340	防守部队
1472	NAME_4000_341	残余部队
1473	NAME_4000_342	残余部队
1474	NAME_4000_343	残余部队
1475	NAME_4000_344	残余部队
1476	NAME_4000_345	残余部队
1477	NAME_4000_346	残余部队
1478	NAME_4000_347	残余部队
1479	NAME_4000_348	残余部队
1480	NAME_4000_349	残余部队
1481	NAME_4000_350	残余部队
1482	NAME_4000_351	残余部队
1483	NAME_4000_352	残余部队
1484	NAME_4000_353	守卫部队
1485	NAME_4000_354	守卫部队
1486	NAME_4000_355	守卫部队
1487	NAME_4000_356	守卫部队
1488	NAME_4000_357	守卫部队
1489	NAME_4000_358	守卫部队
1490	NAME_4000_359	守卫部队
1491	NAME_4000_360	守卫部队
1492	NAME_4000_361	守卫部队
1493	NAME_4000_362	守卫部队
1494	NAME_4000_363	守卫部队
1495	NAME_4000_364	守卫部队
1496	NAME_4000_365	守卫部队
1497	NAME_4000_366	守卫部队
1498	NAME_4000_367	守卫部队
1499	NAME_4000_368	守卫精英
1500	NAME_4000_369	守卫精英
1501	NAME_4000_370	守卫精英
1502	NAME_4000_371	守卫精英
1503	NAME_4000_372	守卫精英
1504	NAME_4000_373	守卫精英
1505	NAME_4000_374	守卫精英
1506	NAME_4000_375	守卫精英
1507	NAME_4000_376	守卫精英
1508	NAME_4000_377	守卫部队
1509	NAME_4000_378	守卫部队
1510	NAME_4000_379	守卫部队
1511	NAME_4000_380	守卫部队
1512	NAME_4000_381	守卫部队
1513	NAME_4000_382	守卫部队
1514	NAME_4000_383	守卫部队
1515	NAME_4000_384	守卫部队
1516	NAME_4000_385	守卫部队
1517	NAME_4000_386	冲锋敢死队
1518	NAME_4000_387	冲锋敢死队
1519	NAME_4000_388	冲锋敢死队
1520	NAME_4000_389	冲锋敢死队
1521	NAME_4000_390	冲锋敢死队
1523	NAME_4000_392	冲锋敢死队
1524	NAME_4000_393	冲锋敢死队
1525	NAME_4000_394	冲锋敢死队
1526	NAME_4000_395	冲锋敢死队
1527	NAME_4000_396	冲锋敢死队
1528	NAME_4000_397	冲锋敢死队
1529	NAME_4000_398	冲锋敢死队
1530	NAME_4000_399	冲锋敢死队
1531	NAME_4000_400	冲锋敢死队
1532	NAME_4000_401	冲锋敢死队
1533	NAME_4000_402	敢死队精英
1534	NAME_4000_403	敢死队精英
1535	NAME_4000_404	敢死队精英
1536	NAME_4000_405	敢死队精英
1537	NAME_4000_406	敢死队精英
1538	NAME_4000_407	敢死队精英
1539	NAME_4000_408	敢死队精英
1540	NAME_4000_409	敢死队精英
1541	NAME_4000_410	敢死队精英
1542	NAME_4000_411	敢死队精英
1543	NAME_4000_412	敢死队精英
1544	NAME_4000_413	敢死队精英
1545	NAME_4000_414	敢死队精英
1546	NAME_4000_415	敢死队精英
1547	NAME_4000_416	敢死队精英
1548	NAME_4000_417	敢死队精英
1549	NAME_4000_418	敢死队精英
1550	NAME_4000_419	敢死队精英
1551	NAME_4000_420	敢死队精英
1552	NAME_4000_421	敢死队精英
1553	NAME_4000_422	防卫部队
1554	NAME_4000_423	防卫部队
1555	NAME_4000_424	防卫部队
1556	NAME_4000_425	防卫部队
1557	NAME_4000_426	防卫部队
1558	NAME_4000_427	防卫部队
1559	NAME_4000_428	防卫部队
1560	NAME_4000_429	防卫部队
1561	NAME_4000_430	防卫部队
1562	NAME_4000_431	防卫部队
1563	NAME_4000_432	防卫部队
1564	NAME_4000_433	防卫部队
1565	NAME_4000_434	防卫部队
1566	NAME_4000_435	防卫部队
1567	NAME_4000_436	防卫部队
1568	NAME_4000_437	防卫部队
1569	NAME_4000_438	防卫部队
1570	NAME_4000_439	防卫部队
1571	NAME_4000_440	守卫部队
1572	NAME_4000_441	守卫部队
1573	NAME_4000_442	守卫部队
1574	NAME_4000_443	守卫部队
1575	NAME_4000_444	守卫部队
1576	NAME_4000_445	守卫部队
1577	NAME_4000_446	守卫部队
1578	NAME_4000_447	守卫部队
1579	NAME_4000_448	守卫部队
1580	NAME_4000_449	守卫军
1581	NAME_4000_450	守卫军
1582	NAME_4000_451	守卫军
1583	NAME_4000_452	守卫军
1584	NAME_4000_453	守卫军
1585	NAME_4000_454	守卫军
1586	NAME_4000_455	守卫军
1587	NAME_4000_456	守卫军
1588	NAME_4000_457	守卫军
1589	NAME_4000_458	帝国精英
1590	NAME_4000_459	帝国精英
1591	NAME_4000_460	帝国精英
1592	NAME_4000_461	帝国精英
1593	NAME_4000_462	帝国精英
1594	NAME_4000_463	帝国精英
1595	NAME_4000_464	帝国精英
1596	NAME_4000_465	帝国精英
1597	NAME_4000_466	帝国精英
1598	UITT_1000_001	荣誉
1599	UITT_1000_002	我的荣誉
1600	UITT_1000_003	今日预计获得
1601	UITT_1000_004	荣誉兑换
1602	UITT_1000_005	今日积分变化
1603	UITT_1000_006	胜场
1604	UITT_1000_007	败场
1605	UITT_1000_008	当前排名
1606	UITT_1000_009	斗军品储备所倒计时
1607	UITT_1000_010	天
1608	UITT_1000_011	参加斗军品储备所
1609	UITT_1000_012	排行榜
1610	UITT_1000_013	名次
1611	UITT_1000_014	名称
1612	UITT_1000_015	积分
1613	UITT_1000_016	我的名次
1614	UITT_1000_017	我的名次太靠后啦
1615	UITT_1000_018	布置好阵型，点击开战就可以进入匹配战场
1616	UITT_1000_019	匹配对手中（10秒匹配一次对手,祈祷你的对手是菜鸟吧）
1617	UITT_1000_020	您确定放过你的对手？
1618	UITT_1000_021	放过他
1619	UITT_1000_022	不放过
1620	UITT_1000_023	敌方正在思考
1621	UITT_1000_024	请下令攻击
1622	UITT_1000_025	对手突然遭到帝国袭击，失去讯息！
1623	UISJ_1000_001	根据地总数
1624	UISJ_1000_002	未知星球
1625	UISJ_1000_003	指挥官，请3S后再次搜索！
1626	UISZ_1000_001	设置
1627	UISZ_1000_002	音乐
1628	UISZ_1000_003	音效
1629	UITT_1000_026	积分变化
1630	UITS_1000_001	再想想
1631	UITS_1000_002	军资不足，是否需要花费能量立即补齐军资？
1632	UIDL_1000_001	您输入的账号，密码有误，请重新输入。
1633	UIDL_1000_002	该账户已被注册，请重新注册。
1634	UIDL_1000_003	
1635	UIDL_1000_004	(火爆)
1636	UIDL_1000_005	点击选择服务器
1637	UIDL_1000_006	账户登录
1638	UIDL_1000_007	请输入您的代号
1639	UIDL_1000_008	继续
1640	UIDL_1000_009	行动名称为中文、字母、数字
1641	UIDL_1000_010	最近登陆服务器
1642	UIDL_1000_011	（推荐）
1643	UIDL_1000_012	（良好）
1644	UIDL_1000_013	服务器列表
1645	UIDL_1000_014	账户注册
1646	UIDL_1000_015	用户名
1647	UIDL_1000_016	密码
1648	UIDL_1000_017	确认密码
1649	UIDL_1000_018	注册完成
1650	UIDL_1000_019	快速注册
1651	UIDL_1000_020	进入战场
1652	UIDL_1000_021	操作成功
1653	UIDL_1000_022	操作失败
1654	UIDL_1000_023	错误丢失参数
1655	UIDL_1000_024	错误参数类型错误
1656	UIDL_1000_025	未知错误
1657	UIDL_1000_026	非法IP
1658	UIDL_1000_027	账号已经存在
1659	UIDL_1000_028	没有该账号
1660	UIDL_1000_029	账号格式不正确
1661	UIDL_1000_030	密码错误
1662	UIDL_1000_031	两次密码输入不一致，请重新输入
1663	UIDL_1000_032	用户协议
1664	UIDL_1000_033	协议
1665	UIDL_1000_034	同意此协议
1666	UIDL_1000_035	内含敏感词汇，请重新输入
1667	UIDL_1000_036	M星是属于联邦的一颗小行星，在联邦的管理下，和平稳定的向前发展，直到联邦科学家探测发现超能源-！
1668	UIDL_1000_037	帝国间谍截获了这一信息，帝国军使用空间传送技术，大批战舰进入M星球，联邦的防御体系被破坏，战火蔓延到整个星球。
1669	UIDL_1000_038	帝国军源源不断的通过传送门到达战场，令这场战争整整打了4年！而你，经过4年的战争，成长为联邦上校！
1670	UIDL_1000_039	战火蔓延到整个星系，联邦军无法抵抗帝国的军队，竟然在未通知你们的情况下引爆了M星球，帝国军遭受重大打击。
1671	UIDL_1000_040	你侥幸逃过了一劫，乘坐逃生仓进入了暗面星域的基地中，那里曾经是联邦危在旦夕的试验室！你决定以此作为基地，发展自己的势力！
1672	UIDL_1000_041	联邦引爆M星后，帝国军遭受重创，同时强烈的峨眉有难造成的空间裂缝使联邦与帝国空间传送装置遭受毁灭性打击，你决定此时以雷兵实验室为基地，进行一场惊天动地的复仇行动!
1673	UIDL_1000_042	您的版本太低了，请更新客户端。
1674	UIDL_1000_043	请输入数字或字母
1675	UIDL_1000_044	请输入数字或字母
1676	ITEM_2000_001	鼠式坦克
1677	ITEM_2000_002	猎虎歼敌车
1678	ITEM_2000_003	野蜂榴弹炮
1679	ITEM_2000_004	黄鼠狼坦克炮
1680	ITEM_2000_005	生化特种兵
1681	ITEM_2000_006	斐迪南战车
1682	ITEM_2000_007	虎式坦克
1683	ITEM_2000_008	500木材
1684	ITEM_2000_009	500矿石
1685	ITEM_2000_010	1000木材
1686	ITEM_2000_011	1000矿石
1687	ITEM_2000_012	1500木材
1688	ITEM_2000_013	1500矿石
1689	ITEM_2000_014	2000木材
1690	ITEM_2000_015	2000矿石
1691	ITEM_2000_016	3000木材
1692	ITEM_2000_017	3000矿石
1693	ITEM_2000_018	10000木材
1694	ITEM_2000_019	10000矿石
1695	ITEM_2000_020	15000木材
1696	ITEM_2000_021	15000矿石
1697	ITEM_2000_022	1钻石
1698	ITEM_2000_023	5钻石
1699	ITEM_2000_024	10钻石
1700	ITEM_2000_025	50钻石
1701	ITEM_2000_026	100钻石
1702	ITEM_2000_027	150钻石
1703	ITEM_2000_028	200钻石
1704	ITEM_2000_029	250钻石
1705	ITEM_2000_030	300钻石
1706	ITEM_2000_031	含有非法字符，请重新输入
1707	SYST_1000_001	切换账号
1708	SYST_1000_002	确定选购
1709	TXSS_1000_094	角色名称已经存在
1710	TXSS_1000_095	角色名称长度不对
1711	TXSS_1000_096	服务器忙，重试
1712	TXSS_1000_097	操作过于频繁
1713	TXSS_1000_098	角色已经满了
1714	TXSS_1000_099	错误操作流程
1715	TXSS_1000_100	内部错误
1716	TXSS_1000_101	角色名错误
1717	TXSS_1000_102	您已经被禁言！
1718	TXSS_2000_058	点击下方的士兵图标将其放置在战场上，并且可以拖动士兵到己方的任意格子内。
1719	TXSS_2000_059	要注意战斗光标可以移动哦而且士兵之间是有阻挡的呢，除了一些特殊士兵外，其余的士兵是无法直接攻击到后方单位的。
1720	TXSS_2000_060	当全部配置完毕后，点击左方的“开战”按钮，便可以进行战斗了。也可以再开战后点击“自动”按钮，完全交士兵自己行动。
1721	TXSS_2000_061	工欲善其事，必先利其器。商城除了可以训练强大的士兵外还出售强力的武器哦
1722	TXSS_2000_062	现在，率领手下士兵挑战“关卡”，重返世界大战的战场吧！！
1723	TXSS_2000_063	充值大赠送，多充多送！
1724	TXSS_2000_064	LoL
1725	TXSS_2000_065	shero
1726	TXSS_2000_066	pokemon
1727	TXSS_2000_067	aigo
1728	TXSS_2000_068	DVD
1729	TXSS_2000_069	aa
1730	TXSS_2000_070	work
1731	TXSS_2000_071	fight
1732	TXSS_2000_072	windows
1733	TXSS_2000_073	iphone
1734	TXSS_2000_074	请在我指定的地方放置该建筑物，点击绿色对勾确认建造。(新手引导结束后可以任意移动此建筑物的位置或卖出此建筑物)
1735	TXSS_2000_075	游戏名：迷你二战\n开发商名：ROCK GAME\n客服电话：021-56506888\n客服邮箱：notmissboy@hotmail.com
1736	TXSS_4000_001 
1737	GUSS_1000_001 
1738	GUSS_1000_002	恭喜你，赢了一局！
1739	GUSS_1000_003	很遗憾，此局失败！
1740	GUSS_1000_004	平手！
1741	GUSS_1000_005	军费不足，需要10000军费！
1742	GUSS_1000_006	你已经取得了胜利，请关闭后重新开始
1743	GUSS_1000_007	此次操作将花费10000军费，是否继续？
1744	GUSS_1000_008	恭喜你显示出全部图片获得了胜利，获得50钻石
1745	GUSS_1000_009	锤子剪刀布胜利之后可以观看福利图片.全部打开更能获得钻石奖励
1746	GUSS_1000_010	购买物品支付时会读取手机内短信信息
